i,j,id,m,pabs,e
810,5,25,125.002,198.912,234.929
810,8,25,125.002,220.926,253.838
810,12,25,125.002,206.457,241.35
810,17,25,125.002,208.152,242.802
810,36,25,125.002,206.505,241.392
810,115,25,125.002,206.591,241.465
810,160,25,125.002,206.581,241.456
810,448,25,125.002,206.553,241.433
810,598,23,33.7859,58.8401,67.8502
810,599,23,91.0084,147.812,173.583
810,620,13,0.10566,44.272,44.2721
810,621,-13,0.10566,129.311,129.311
811,5,25,125.001,119.267,172.771
811,10,25,125.001,120.786,173.823
811,19,25,125.001,119.975,173.261
811,51,25,125.001,120.101,173.348
811,75,25,125.001,119.954,173.246
811,198,25,125.001,119.94,173.237
811,605,25,125.001,120.13,173.368
811,810,23,90.7079,116.549,147.687
811,811,23,17.9275,18.3879,25.681
811,812,13,0.10566,72.3778,72.3778
811,813,-13,0.10566,75.3093,75.3094
811,1736,11,0.000511,0.0340831,0.0340869
811,1737,-11,0.000511,0.191172,0.191173
812,5,25,125,72.7885,144.648
812,8,25,125,70.9838,143.748
812,21,25,125,69.6539,143.096
812,26,25,125,71.8457,144.176
812,32,25,125,73.9702,145.246
812,187,25,125,74.0452,145.285
812,286,25,125,73.8724,145.197
812,364,23,27.0113,40.4003,48.5983
812,365,23,90.6127,33.4746,96.5982
812,366,13,0.10566,34.6866,34.6867
812,367,-13,0.10566,13.9112,13.9116
812,368,13,0.10566,34.2248,34.225
812,370,-13,0.10566,13.9102,13.9106
812,371,-13,0.10566,13.8905,13.8909
812,373,13,0.10566,34.2248,34.2249
812,685,-13,0.10566,0.494967,0.506119
813,5,25,124.997,276.661,303.587
813,8,25,124.997,274.023,301.186
813,12,25,124.997,270.516,297.998
813,21,25,124.997,269.128,296.739
813,40,25,124.997,268.873,296.508
813,144,25,124.997,268.972,296.598
813,174,25,124.997,269.206,296.81
813,742,25,124.997,269.437,297.019
813,973,23,93.1284,237.81,255.394
813,974,23,21.5526,35.6107,41.6249
813,975,11,0.000511,20.3918,20.3918
813,976,-11,0.000511,235.003,235.003
813,977,11,0.000511,20.3907,20.3907
813,979,-11,0.000511,235.003,235.003
813,1641,11,0.000511,12.0787,12.0787
813,1835,-13,0.10566,0.52068,0.531293
813,1978,-13,0.10566,2.46085,2.46312
813,1984,11,0.000511,2.37135,2.37135
813,1988,11,0.000511,0.00562244,0.00564561
813,1989,-11,0.000511,0.00391088,0.00394412
814,5,25,125.002,1701.14,1705.72
814,8,25,125.002,1693.98,1698.58
814,24,25,125.002,1695.4,1700
814,243,25,125.002,1695.71,1700.31
814,363,25,125.002,1694.79,1699.39
814,481,23,67.902,544.371,548.59
814,482,23,24.9118,1150.53,1150.8
814,483,11,0.000511,176.093,176.093
814,484,-11,0.000511,372.497,372.497
814,485,-11,0.000511,353.679,353.679
814,487,11,0.000511,176.091,176.091
814,488,-11,0.000511,353.679,353.679
814,490,11,0.000511,176.091,176.091
814,1036,11,0.000511,0.116348,0.116349
814,1037,-11,0.000511,0.220635,0.220635
814,1183,11,0.000511,1.31254,1.31254
814,1184,-11,0.000511,0.364734,0.364735
814,1275,13,0.10566,0.379144,0.393591
814,1287,-11,0.000511,2.4065,2.4065
814,1297,11,0.000511,1.36808,1.36808
814,1298,-11,0.000511,0.831428,0.831428
815,5,25,124.967,169.647,210.705
815,8,25,124.967,257.434,286.162
815,66,25,124.967,258.282,286.925
815,218,25,124.967,258.501,287.123
815,726,25,124.967,257.617,286.327
815,970,23,29.3641,69.2277,75.198
815,971,23,90.5584,190.721,211.129
815,1001,13,0.10566,103.34,103.341
815,1002,-13,0.10566,107.788,107.788
815,1977,11,0.000511,0.259539,0.259539
815,1978,-11,0.000511,0.0531372,0.0531397
815,2262,11,0.000511,19.7433,19.7433
815,2263,-11,0.000511,183.517,183.517
816,5,25,125.002,268.982,296.609
816,10,25,125.002,269.195,296.802
816,31,25,125.002,269.327,296.922
816,38,25,125.002,269.654,297.218
816,53,25,125.002,269.641,297.206
816,334,25,125.002,269.903,297.444
816,437,23,32.595,61.4363,69.5475
816,438,23,88.7249,209.916,227.897
816,439,15,1.77682,51.521,51.5516
816,440,-15,1.77682,17.9079,17.9959
816,928,11,0.000511,2.41215,2.41215
817,5,25,125.065,116.158,170.687
817,9,25,125.065,150.75,195.875
817,48,25,125.065,153.301,197.845
817,684,25,125.065,153.568,198.051
817,899,23,91.4052,82.3007,122.997
817,900,23,14.6554,73.6092,75.054
817,901,-15,1.77682,83.091,83.11
817,903,11,0.000511,52.1842,52.1842
817,904,-11,0.000511,70.813,70.813
817,905,11,0.000511,39.5203,39.5203
817,907,-11,0.000511,70.2506,70.2506
817,908,-11,0.000511,70.2424,70.2424
817,910,11,0.000511,39.5201,39.5201
817,911,11,0.000511,39.5199,39.5199
817,913,-11,0.000511,70.2423,70.2423
817,1597,-13,0.10566,16.4991,16.4995
817,1667,11,0.000511,0.611445,0.611445
817,1668,-11,0.000511,0.102723,0.102725
817,1723,11,0.000511,0.900094,0.900094
817,1724,-11,0.000511,0.105888,0.10589
817,1833,11,0.000511,0.324064,0.324064
817,1834,-11,0.000511,0.0175716,0.017579
817,1974,11,0.000511,0.0905984,0.0905998
817,1975,-11,0.000511,0.479056,0.479056
818,5,25,125.021,595.099,608.09
818,10,25,125.021,593.575,606.599
818,16,25,125.021,593.126,606.159
818,26,25,125.021,592.965,606.001
818,42,25,125.021,592.875,605.914
818,616,25,125.021,592.931,605.969
818,821,23,27.4141,131.124,133.959
818,822,23,91.5734,463.042,472.01
818,840,13,0.10566,86.6442,86.6443
818,841,-13,0.10566,385.365,385.366
818,842,13,0.10566,86.6442,86.6443
818,844,-13,0.10566,385.365,385.366
819,5,25,125.002,676.573,688.023
819,8,25,125.002,629.755,642.041
819,12,25,125.002,674.372,685.859
819,17,25,125.002,677.58,689.014
819,30,25,125.002,682.512,693.865
819,94,25,125.002,681.092,692.468
819,134,25,125.002,681.178,692.553
819,437,25,125.002,680.908,692.287
819,585,23,28.3707,230.134,231.876
819,586,23,91.7091,451.185,460.411
819,587,11,0.000511,157.984,157.984
819,588,-11,0.000511,73.8914,73.8914
819,589,11,0.000511,93.5831,93.5831
819,591,-11,0.000511,72.8568,72.8568
819,592,11,0.000511,93.5479,93.5479
819,594,-11,0.000511,72.8566,72.8566
819,1286,-13,0.10566,33.4988,33.499
819,1415,-13,0.10566,6.28226,6.28315
820,5,25,125.002,394.007,413.361
820,8,25,125.002,287.384,313.393
820,12,25,125.002,300.778,325.719
820,17,25,125.002,284.892,311.109
820,23,25,125.002,281.921,308.391
820,33,25,125.002,281.974,308.44
820,63,25,125.002,281.868,308.342
820,75,25,125.002,279.658,306.324
820,136,25,125.002,280.554,307.141
820,210,25,125.002,280.897,307.455
820,673,25,125.002,280.902,307.46
820,860,23,90.9636,214.966,233.42
820,861,23,15.062,72.4918,74.0401
820,862,11,0.000511,34.8023,34.8023
820,863,-11,0.000511,198.617,198.617
820,864,11,0.000511,35.2803,35.2803
820,866,-11,0.000511,196.383,196.383
820,867,11,0.000511,35.2807,35.2807
820,869,-11,0.000511,196.382,196.382
820,870,-11,0.000511,192.454,192.454
820,872,11,0.000511,35.2807,35.2807
820,1555,11,0.000511,0.492187,0.492187
820,1556,-11,0.000511,1.22258,1.22258
820,1778,11,0.000511,5.87072,5.87072
820,1779,-11,0.000511,8.44253,8.44253
820,1803,13,0.10566,5.28226,5.28332
820,1806,-11,0.000511,17.6069,17.6069
820,1935,-11,0.000511,0.0512163,0.0512188
820,1940,13,0.10566,0.544649,0.554803
821,5,25,125.002,286.841,312.895
821,8,25,125.002,282.995,309.373
821,12,25,125.002,286.025,312.147
821,26,25,125.002,287.154,313.181
821,38,25,125.002,287.512,313.51
821,92,25,125.002,287.609,313.599
821,461,25,125.002,287.6,313.591
821,602,23,27.899,171.755,174.006
821,603,23,71.2745,120.017,139.585
821,604,15,1.77682,163.601,163.61
821,605,-15,1.77682,10.2425,10.3955
821,1359,11,0.000511,0.0263663,0.0263712
821,1360,-11,0.000511,0.225784,0.225784
822,5,25,125.006,94.9378,156.97
822,8,25,125.006,126.166,177.607
822,12,25,125.006,127.878,178.827
822,17,25,125.006,130.719,180.869
822,23,25,125.006,137.61,185.911
822,30,25,125.006,138.174,186.329
822,41,25,125.006,138.625,186.664
822,179,25,125.006,138.698,186.718
822,285,25,125.006,138.694,186.715
822,314,25,125.006,138.72,186.734
822,393,23,22.9014,66.9147,70.7252
822,394,23,88.2632,75.2839,116.009
822,395,13,0.10566,61.7518,61.7519
822,396,-13,0.10566,8.97264,8.97326
823,5,25,124.984,302.594,327.39
823,8,25,124.984,290.189,315.96
823,12,25,124.984,296.423,321.695
823,20,25,124.984,296.532,321.795
823,52,25,124.984,296.706,321.955
823,468,25,124.984,296.625,321.881
823,625,23,83.7651,279.12,291.418
823,626,23,11.271,28.3009,30.4627
823,629,13,0.10566,16.2651,16.2654
823,630,-13,0.10566,14.1969,14.1973
823,1398,11,0.000511,0.196008,0.196009
823,1399,-11,0.000511,0.954573,0.954573
824,5,25,124.999,219.014,252.174
824,6,23,90.8519,538.874,546.479
824,9,25,124.999,169.338,210.476
824,10,23,90.8519,418.061,427.819
824,14,25,124.999,186.282,224.334
824,15,23,90.8519,403.177,413.287
824,30,25,124.999,187.874,225.657
824,31,23,90.8519,402.049,412.186
824,142,25,124.999,187.322,225.198
824,143,23,90.8519,402.397,412.526
824,188,23,91.2133,153.043,178.163
824,189,23,20.133,42.5086,47.0353
824,207,15,1.77682,159.162,159.172
824,208,-15,1.77682,18.9075,18.9908
824,209,15,1.77682,155.482,155.492
824,211,-15,1.77682,18.8863,18.9697
824,418,11,0.000511,65.7578,65.7578
824,421,-13,0.10566,11.5928,11.5932
824,519,13,0.10566,71.8826,71.8827
824,538,11,0.000511,24.7685,24.7685
825,5,25,124.999,172.432,212.973
825,8,25,124.999,169.463,210.577
825,12,25,124.999,176.541,216.314
825,17,25,124.999,178.798,218.159
825,23,25,124.999,179.635,218.846
825,60,25,124.999,179.986,219.135
825,135,25,124.999,180.077,219.209
825,198,25,124.999,180.079,219.211
825,346,25,124.999,179.61,218.825
825,450,23,112.737,151.226,188.624
825,451,15,1.77682,40.4021,40.4411
825,452,-15,1.77682,148.172,148.183
825,453,15,1.77682,40.402,40.4411
825,455,-15,1.77682,148.172,148.183
825,751,13,0.10566,10.1971,10.1976
826,5,25,125.027,179.936,219.108
826,8,25,125.027,789.784,799.619
826,12,25,125.027,830.051,839.415
826,17,25,125.027,829.086,838.46
826,23,25,125.027,832.058,841.399
826,33,25,125.027,840.664,849.911
826,48,25,125.027,839.989,849.243
826,66,25,125.027,839.541,848.799
826,84,25,125.027,839.161,848.424
826,108,25,125.027,838.928,848.193
826,139,25,125.027,839.068,848.332
826,204,25,125.027,839.082,848.345
826,325,25,125.027,839.458,848.717
826,398,23,42.5425,211.351,215.59
826,399,23,50.3336,631.123,633.127
826,411,13,0.10566,133.288,133.288
826,412,-13,0.10566,499.839,499.839
826,413,-13,0.10566,499.789,499.789
826,415,13,0.10566,133.288,133.288
826,803,11,0.000511,0.0456233,0.0456261
826,804,-11,0.000511,0.82065,0.82065
826,928,11,0.000511,4.14604,4.14604
826,929,-11,0.000511,0.187832,0.187833
826,949,11,0.000511,0.044169,0.0441719
826,950,-11,0.000511,0.527585,0.527585
826,959,11,0.000511,3.06282,3.06282
826,960,-11,0.000511,4.30436,4.30436
827,5,25,125.004,188.654,226.31
827,8,25,125.004,193.759,230.583
827,12,25,125.004,196.122,232.572
827,17,25,125.004,197.566,233.791
827,27,25,125.004,198.145,234.28
827,42,25,125.004,198.797,234.832
827,195,25,125.004,198.929,234.944
827,485,25,125.004,198.887,234.909
827,646,23,22.867,158.833,160.471
827,647,23,40.73,62.3062,74.4379
827,648,13,0.10566,41.6895,41.6897
827,649,-13,0.10566,118.781,118.781
827,1397,11,0.000511,0.0117608,0.0117719
827,1398,-11,0.000511,0.333119,0.33312
827,1472,11,0.000511,40.4038,40.4038
827,1473,-11,0.000511,2.12156,2.12156
828,5,25,125.001,1108.76,1115.79
828,8,25,125.001,1107.99,1115.02
828,12,25,125.001,1108.23,1115.26
828,17,25,125.001,1116.85,1123.82
828,23,25,125.001,1117.72,1124.69
828,30,25,125.001,1117.92,1124.89
828,48,25,125.001,1117.97,1124.93
828,59,25,125.001,1117.6,1124.57
828,397,25,125.001,1117.59,1124.56
828,521,23,21.4853,80.345,83.1681
828,522,23,90.1033,1037.48,1041.39
828,537,15,1.77682,682.291,682.293
828,538,-15,1.77682,359.09,359.095
828,539,15,1.77682,682.467,682.47
828,541,-15,1.77682,358.681,358.686
828,1037,11,0.000511,443.267,443.267
828,1155,11,0.000511,0.243195,0.243195
828,1156,-11,0.000511,0.163649,0.16365
829,5,25,125.001,1129.39,1136.29
829,8,25,125.001,1092.62,1099.75
829,12,25,125.001,1042.44,1049.9
829,17,25,125.001,1052.37,1059.77
829,23,25,125.001,1068.45,1075.74
829,30,25,125.001,1065.11,1072.42
829,41,25,125.001,1066.36,1073.66
829,64,25,125.001,1066.11,1073.41
829,78,25,125.001,1065.92,1073.23
829,136,25,125.001,1065.78,1073.08
829,537,25,125.001,1065.93,1073.23
829,699,23,27.8361,406.945,407.896
829,700,23,90.882,659.099,665.335
829,701,15,1.77682,316.719,316.724
829,702,-15,1.77682,91.1542,91.1716
829,1383,11,0.000511,6.58031,6.58031
829,1667,11,0.000511,0.688162,0.688162
829,1668,-11,0.000511,0.137558,0.137559
830,5,25,124.999,921.122,929.565
830,8,25,124.999,1038.61,1046.11
830,12,25,124.999,1072.92,1080.17
830,17,25,124.999,1074.3,1081.55
830,50,25,124.999,1074.43,1081.68
830,90,25,124.999,1074.48,1081.73
830,186,25,124.999,1074.49,1081.74
830,235,25,124.999,1074.49,1081.73
830,412,25,124.999,1074.68,1081.92
830,540,23,26.8484,267.466,268.81
830,541,23,92.1709,807.873,813.114
830,544,11,0.000511,141.515,141.515
830,545,-11,0.000511,671.599,671.599
830,546,11,0.000511,141.195,141.195
830,548,-11,0.000511,671.599,671.599
830,1074,11,0.000511,0.467366,0.467367
830,1075,-11,0.000511,3.82103,3.82103
830,1239,11,0.000511,0.0319645,0.0319686
830,1240,-11,0.000511,0.100377,0.100378
831,5,25,125,1292.78,1298.81
831,48,25,125,1295.48,1301.49
831,415,25,125,1293.54,1299.57
831,574,23,90.6799,1128.6,1132.24
831,575,23,18.0492,166.356,167.333
831,576,-13,0.10566,435.056,435.056
831,598,11,0.000511,143.048,143.048
831,599,-11,0.000511,24.2842,24.2842
831,600,11,0.000511,86.0806,86.0806
831,602,-11,0.000511,24.2842,24.2842
831,603,-11,0.000511,24.2646,24.2646
831,605,11,0.000511,86.0805,86.0805
831,1199,11,0.000511,10.6804,10.6804
831,1671,11,0.000511,1.57199,1.57199
831,1672,-11,0.000511,0.0793357,0.0793374
832,5,25,124.988,1479.25,1484.52
832,8,25,124.988,1069.61,1076.89
832,12,25,124.988,1120.73,1127.67
832,17,25,124.988,1207.25,1213.71
832,23,25,124.988,1249.28,1255.52
832,42,25,124.988,1249.41,1255.65
832,54,25,124.988,1249.45,1255.68
832,163,25,124.988,1249.41,1255.65
832,212,23,90.4655,767.379,772.693
832,213,13,0.10566,82.2987,82.2988
832,214,-13,0.10566,690.394,690.395
832,457,11,0.000511,0.105738,0.105739
832,458,-11,0.000511,0.257287,0.257288
833,5,25,125.001,338.392,360.741
833,8,25,125.001,320.606,344.113
833,12,25,125.001,323.414,346.73
833,103,25,125.001,324.111,347.38
833,120,25,125.001,324.114,347.383
833,557,25,125.001,324.12,347.389
833,1039,25,125.001,324.115,347.384
833,1340,23,13.1162,46.8765,48.6769
833,1341,23,91.8459,284.236,298.707
833,1350,13,0.10566,156.022,156.022
833,1351,-13,0.10566,142.685,142.685
833,1352,13,0.10566,57.9751,57.9752
833,1354,-13,0.10566,142.052,142.052
833,2458,11,0.000511,0.00249189,0.00254375
833,2459,-11,0.000511,0.0136657,0.0136752
833,2639,11,0.000511,0.649346,0.649346
833,2640,-11,0.000511,1.26934,1.26934
833,2678,11,0.000511,40.041,40.041
833,2679,-11,0.000511,119.151,119.151
833,2769,11,0.000511,0.1383,0.138301
833,2770,-11,0.000511,0.318139,0.318139
834,5,25,125.001,39.7194,131.159
834,8,25,125.001,32.5598,129.172
834,12,25,125.001,27.7678,128.048
834,17,25,125.001,31.6452,128.944
834,23,25,125.001,31.044,128.798
834,213,25,125.001,31.0489,128.799
834,238,25,125.001,30.9064,128.765
834,317,23,29.7685,20.1602,35.9527
834,318,23,90.9342,18.5753,92.812
834,319,15,1.77682,9.54803,9.71195
834,320,-15,1.77682,26.1805,26.2408
834,321,13,0.10566,37.4328,37.4329
834,322,-13,0.10566,55.379,55.3791
834,323,-13,0.10566,55.1987,55.1988
834,325,13,0.10566,37.4327,37.4329
834,326,13,0.10566,37.432,37.4322
834,328,-13,0.10566,55.1986,55.1987
834,645,13,0.10566,0.952494,0.958336
834,709,11,0.000511,187.197,187.197
834,710,-11,0.000511,247.423,247.423
835,5,25,124.996,246.552,276.427
835,8,25,124.996,262.843,291.05
835,12,25,124.996,240.052,270.646
835,17,25,124.996,237.859,268.702
835,23,25,124.996,230.337,262.067
835,30,25,124.996,232.235,263.737
835,56,25,124.996,233.309,264.683
835,311,25,124.996,233.919,265.22
835,397,23,49.8177,182.716,189.386
835,398,23,46.776,59.6896,75.8343
835,416,13,0.10566,16.1473,16.1476
835,417,-13,0.10566,59.6866,59.6867
835,724,11,0.000511,0.179738,0.179738
835,725,-11,0.000511,17.1747,17.1747
836,5,25,124.999,865.236,874.218
836,8,25,124.999,693.643,704.816
836,16,25,124.999,709.438,720.366
836,21,25,124.999,706.989,717.954
836,86,25,124.999,707.504,718.461
836,118,25,124.999,707.704,718.658
836,291,25,124.999,707.435,718.394
836,342,25,124.999,707.84,718.792
836,457,23,34.4085,222.271,224.919
836,458,23,87.9359,485.982,493.873
836,464,11,0.000511,260.096,260.096
836,465,-11,0.000511,233.778,233.778
836,924,13,0.10566,43.6149,43.6151
836,963,-11,0.000511,1.38955,1.38955
836,1000,11,0.000511,10.9802,10.9802
836,1001,-11,0.000511,15.0421,15.0421
837,5,25,125.001,1051,1058.4
837,8,25,125.001,1627.78,1632.57
837,12,25,125.001,1668.01,1672.68
837,17,25,125.001,1692.75,1697.36
837,27,25,125.001,1684.69,1689.32
837,140,25,125.001,1684.99,1689.62
837,284,25,125.001,1685,1689.63
837,376,23,26.9677,412.629,413.509
837,377,23,91.8212,1272.81,1276.12
837,378,13,0.10566,349.477,349.477
837,379,-13,0.10566,64.0315,64.0316
837,380,13,0.10566,339.309,339.309
837,382,-13,0.10566,64.011,64.011
838,5,25,125.003,233.737,265.064
838,8,25,125.003,251.908,281.217
838,97,25,125.003,249.144,278.745
838,123,25,125.003,249.606,279.157
838,311,25,125.003,249.039,278.651
838,618,25,125.003,249.04,278.652
838,647,25,125.003,249.081,278.688
838,868,23,88.6421,154.449,178.078
838,869,23,15.3124,99.438,100.61
838,870,15,1.77682,100.011,100.027
838,871,-15,1.77682,78.0306,78.0508
838,1804,11,0.000511,0.934882,0.934882
838,1805,-11,0.000511,0.185529,0.18553
839,5,25,125.002,178.921,218.262
839,8,25,125.002,202.053,237.594
839,12,25,125.002,195.21,231.803
839,48,25,125.002,195.144,231.747
839,350,25,125.002,195.166,231.765
839,457,23,24.568,25.0216,35.0666
839,458,23,91.6679,174.033,196.699
839,461,11,0.000511,83.6594,83.6594
839,462,-11,0.000511,113.039,113.039
839,463,11,0.000511,83.6594,83.6594
839,465,-11,0.000511,113.039,113.039
839,1161,11,0.000511,18.1186,18.1186
839,1162,-11,0.000511,5.35261,5.35261
840,5,25,124.997,181.594,220.456
840,8,25,124.997,147.096,193.032
840,12,25,124.997,148.448,194.065
840,17,25,124.997,155.765,199.717
840,23,25,124.997,157.42,201.011
840,145,25,124.997,157.557,201.118
840,260,25,124.997,156.699,200.447
840,566,25,124.997,157.183,200.826
840,771,23,29.9879,48.4666,56.9937
840,772,23,86.5557,114.873,143.832
840,799,11,0.000511,50.7984,50.7984
840,800,-11,0.000511,93.0335,93.0335
840,1839,11,0.000511,0.19589,0.19589
840,1840,-11,0.000511,0.738587,0.738587
841,5,25,124.994,1563.25,1568.24
841,12,25,124.994,1518.24,1523.38
841,16,25,124.994,1526.32,1531.43
841,25,25,124.994,1529.59,1534.69
841,60,25,124.994,1528.67,1533.78
841,108,25,124.994,1528.68,1533.78
841,171,25,124.994,1528.68,1533.79
841,295,25,124.994,1528.68,1533.79
841,373,23,56.9301,707.206,709.494
841,374,23,61.9505,821.96,824.292
841,392,15,1.77682,79.9158,79.9355
841,393,-15,1.77682,744.354,744.356
841,702,11,0.000511,7.38645,7.38645
841,703,-11,0.000511,1.55295,1.55295
841,819,11,0.000511,1.9788,1.9788
841,820,-11,0.000511,0.279478,0.279478
842,5,25,124.999,488.856,504.584
842,10,25,124.999,490.333,506.015
842,22,25,124.999,488.795,504.525
842,31,25,124.999,487.848,503.608
842,63,25,124.999,487.917,503.674
842,89,25,124.999,487.949,503.705
842,116,25,124.999,487.847,503.606
842,316,25,124.999,487.939,503.695
842,403,23,31.2586,97.7158,102.594
842,404,23,91.342,390.563,401.102
842,405,13,0.10566,94.5193,94.5194
842,406,-13,0.10566,8.07361,8.07431
843,5,25,124.968,203.964,239.203
843,8,25,124.968,188.744,226.366
843,12,25,124.968,189.466,226.968
843,17,25,124.968,186.662,224.632
843,79,25,124.968,186.629,224.605
843,94,25,124.968,186.741,224.698
843,176,25,124.968,186.946,224.869
843,236,23,52.0219,103.216,115.584
843,237,23,24.633,106.472,109.284
843,238,11,0.000511,94.825,94.825
843,239,-11,0.000511,20.7592,20.7592
843,240,11,0.000511,94.7776,94.7776
843,242,-11,0.000511,20.7581,20.7581
843,243,11,0.000511,94.7749,94.7749
843,245,-11,0.000511,20.7581,20.7581
843,637,13,0.10566,10.724,10.7245
843,691,13,0.10566,19.3458,19.3461
844,5,25,125,193.95,230.741
844,8,25,125,213.554,247.448
844,12,25,125,218.488,251.718
844,17,25,125,212.517,246.553
844,37,25,125,211.068,245.305
844,161,25,125,211.096,245.329
844,514,25,125,211.088,245.322
844,689,23,90.7434,191.363,211.788
844,690,23,18.3247,28.0842,33.5338
844,691,11,0.000511,76.8358,76.8358
844,692,-11,0.000511,134.952,134.952
844,693,-11,0.000511,134.951,134.951
844,695,11,0.000511,76.8358,76.8358
844,696,-11,0.000511,134.865,134.865
844,698,11,0.000511,76.8358,76.8358
844,1232,13,0.10566,4.09936,4.10072
844,1427,15,1.77682,73.0072,73.0288
844,1511,13,0.10566,62.1148,62.1149
845,5,25,125,24.038,127.29
845,8,25,125,41.1074,131.586
845,12,25,125,48.1883,133.967
845,127,25,125,47.5785,133.749
845,160,25,125,47.017,133.55
845,250,25,125,47.1628,133.601
845,514,25,125,46.9039,133.51
845,676,23,14.0406,39.4026,41.8294
845,677,23,90.7751,12.8557,91.6809
845,678,15,1.77682,27.7845,27.8413
845,679,-15,1.77682,13.8748,13.9881
845,680,-15,1.77682,13.8747,13.988
845,682,15,1.77682,27.7843,27.8411
845,1574,-13,0.10566,6.35827,6.35915
845,1578,13,0.10566,0.43565,0.44828
846,5,25,124.997,202.792,238.22
846,10,25,124.997,166.465,208.17
846,16,25,124.997,158.869,202.147
846,51,25,124.997,159.488,202.634
846,116,25,124.997,158.952,202.213
846,159,25,124.997,159.025,202.271
846,480,25,124.997,159.009,202.257
846,623,23,21.2009,52.6002,56.7121
846,624,23,88.1769,115.794,145.545
846,625,15,1.77682,27.2974,27.3551
846,626,-15,1.77682,29.3031,29.357
846,1279,-11,0.000511,4.7753,4.7753
846,1459,11,0.000511,9.56537,9.56537
846,1460,-11,0.000511,1.89391,1.89391
846,1648,11,0.000511,2.32096,2.32096
846,1649,-11,0.000511,3.22159,3.22159
846,1654,13,0.10566,1.32064,1.32486
847,5,25,125,89.8736,153.955
847,49,25,125,91.8598,155.123
847,56,25,125,91.9883,155.199
847,70,25,125,91.9702,155.189
847,561,25,125,91.9795,155.194
847,581,25,125,91.9873,155.199
847,770,23,33.7352,32.8219,47.0674
847,771,23,90.2162,59.6108,108.131
847,772,13,0.10566,11.3658,11.3662
847,773,-13,0.10566,35.701,35.7011
847,774,-13,0.10566,35.6992,35.6993
847,776,13,0.10566,11.3658,11.3662
847,1777,-13,0.10566,0.885816,0.892095
848,5,25,124.999,436.606,454.147
848,8,25,124.999,436.734,454.27
848,12,25,124.999,438.946,456.397
848,17,25,124.999,439.468,456.899
848,33,25,124.999,439.497,456.927
848,423,25,124.999,439.493,456.924
848,555,23,28.3522,123.791,126.997
848,556,23,71.2507,322.142,329.927
848,557,13,0.10566,74.2898,74.2899
848,558,-13,0.10566,52.7066,52.7067
848,1219,-15,1.77682,79.421,79.4409
848,1229,11,0.000511,0.675001,0.675001
848,1230,-11,0.000511,0.203735,0.203735
849,5,25,124.999,1373.04,1378.72
849,8,25,124.999,1360.28,1366.01
849,12,25,124.999,1366.37,1372.07
849,17,25,124.999,1367.05,1372.75
849,23,25,124.999,1366.83,1372.53
849,36,25,124.999,1366.88,1372.58
849,58,25,124.999,1366.92,1372.62
849,79,25,124.999,1366.91,1372.62
849,124,25,124.999,1366.93,1372.63
849,152,23,53.8897,1093.31,1094.63
849,153,23,39.6047,275.163,277.999
849,154,13,0.10566,192.217,192.217
849,155,-13,0.10566,902.418,902.418
849,368,11,0.000511,0.0977256,0.097727
849,369,-11,0.000511,0.202694,0.202694
850,5,25,125.001,224.19,256.684
850,8,25,125.001,224.594,257.036
850,16,25,125.001,231.206,262.833
850,21,25,125.001,231.24,262.863
850,27,25,125.001,235.154,266.313
850,898,25,125.001,235.116,266.28
850,1168,23,18.7733,28.2037,33.8805
850,1169,23,91.1846,213.764,232.399
850,1170,11,0.000511,18.9962,18.9962
850,1171,-11,0.000511,14.8843,14.8843
850,2063,-13,0.10566,1.93813,1.94101
850,2068,11,0.000511,0.334808,0.334809
850,2134,-13,0.10566,0.461362,0.473306
850,2414,11,0.000511,132.02,132.02
850,2415,-11,0.000511,66.6484,66.6484
851,5,25,125.001,25.3215,127.539
851,8,25,125.001,70.3425,143.434
851,12,25,125.001,80.7451,148.812
851,17,25,125.001,70.0633,143.297
851,26,25,125.001,70.6054,143.563
851,37,25,125.001,71.7538,144.131
851,276,25,125.001,71.7781,144.143
851,361,25,125.001,72.1405,144.324
851,509,25,125.001,71.8407,144.174
851,648,23,28.0925,18.1921,33.4685
851,649,23,91.0171,63.0212,110.706
851,650,11,0.000511,15.8998,15.8998
851,651,-11,0.000511,17.5687,17.5687
851,652,-11,0.000511,17.2911,17.2911
851,654,11,0.000511,15.8951,15.8951
851,655,-11,0.000511,17.2777,17.2777
851,657,11,0.000511,15.8951,15.8951
851,658,11,0.000511,15.8942,15.8942
851,660,-11,0.000511,17.2775,17.2775
851,661,11,0.000511,15.8415,15.8415
851,663,-11,0.000511,17.2775,17.2775
851,664,-11,0.000511,17.0998,17.0998
851,666,11,0.000511,15.8415,15.8415
851,1501,11,0.000511,0.701227,0.701227
851,1502,-11,0.000511,2.54446,2.54446
851,1564,11,0.000511,0.0362379,0.0362415
851,1565,-11,0.000511,0.091894,0.0918955
851,1650,11,0.000511,0.0692709,0.0692728
851,1651,-11,0.000511,0.08687,0.0868715
852,5,25,124.999,403.059,421.997
852,10,25,124.999,406.072,424.875
852,16,25,124.999,403.864,422.766
852,23,25,124.999,403.362,422.286
852,31,25,124.999,403.684,422.594
852,435,25,124.999,403.714,422.623
852,584,23,90.615,309.496,322.489
852,585,23,33.2711,94.4452,100.134
852,612,15,1.77682,85.5562,85.5746
852,613,-15,1.77682,14.4508,14.5596
852,614,-15,1.77682,18.3694,18.4551
852,616,15,1.77682,77.5085,77.5289
